XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark
2.952466,-39.2742,-3.017273,0.02330751,0.1028782,0.1152415,117.7988,0
2.99882,-39.19431,-3.061615,0.02355444,0.1028569,0.1154783,117.8988,0
3.045324,-38.94699,-3.011139,0.02364449,0.1027446,0.1156167,117.9988,0
3.013681,-38.26248,-2.865997,0.02416473,0.1029317,0.1160858,118.0988,0
2.722849,-37.08224,-2.621246,0.02551116,0.1037329,0.1172412,118.1988,0
1.633311,-32.68839,-1.509033,0.03017929,0.1060377,0.1197271,118.2988,0
0.3126715,-26.21158,-0.6072083,0.03761347,0.1084378,0.1213422,118.3988,0
-0.9997559,-20.89487,-0.5673523,0.04404564,0.1102914,0.1210672,118.4988,0
-1.79245,-17.95935,-1.057465,0.04682076,0.111467,0.1193512,118.5988,0
-2.341553,-16.14374,-1.468506,0.04676737,0.1125672,0.1178293,118.6988,0
-2.646667,-14.58417,-1.499084,0.0445037,0.1131717,0.117029,118.7988,0
-2.95816,-12.86063,-1.348663,0.04152274,0.1137732,0.1168456,118.8988,0
-3.811646,-10.0947,-0.9499817,0.03956961,0.1153892,0.116672,118.9988,0
-5.482513,-6.705597,-0.541687,0.03746905,0.1181223,0.1150783,119.0988,0
-7.828949,-3.971405,-0.1112671,0.03413126,0.1215521,0.1119084,119.1988,0
-9.386749,-2.419556,0.2602031,0.02925647,0.124045,0.1077128,119.2988,0
-9.725647,-1.834839,0.3092715,0.02454206,0.1242703,0.1047791,119.3988,0
-9.630066,-1.051758,0.2664791,0.01953381,0.1240086,0.1037173,119.4987,0
-9.137848,0.1674516,0.2809087,0.01485196,0.1233078,0.1045561,119.5987,0
-8.790253,0.7151931,0.4646951,0.01076546,0.1227678,0.1057239,119.6987,0
-8.391144,0.6504074,0.8994933,0.006273578,0.1222237,0.1073219,119.7987,0
-8.003601,-0.169281,1.699511,0.001442287,0.1217456,0.1087994,119.8987,0
-7.72049,-1.021423,2.42206,-0.0006813034,0.1211575,0.1096086,119.9987,0
-7.428192,-1.788605,2.76222,-0.0004619705,0.1205058,0.110265,120.0987,0
-7.363831,-1.888031,2.5857,0.001942447,0.1204274,0.1100451,120.1987,0
-7.413086,-2.356171,2.523015,0.004786977,0.1206487,0.1096268,120.2987,0
-7.178375,-3.83725,2.704687,0.00635503,0.1202112,0.1095211,120.3987,0
-6.267212,-7.092194,3.21452,0.005184668,0.1183156,0.1092202,120.4987,0
-5.199249,-12.21799,3.43457,0.002883089,0.1167452,0.1091772,120.5987,0
-4.323883,-18.23495,3.294125,0.001105579,0.115445,0.1083635,120.6987,0
